ID,YearsExperience,Salary
1297,6.3,87671.9
1298,7.6,98011.3
1299,4.2,67335.8
1300,8.6,100957.9
1301,10.5,132784.8
1302,9.6,126499.2
1303,1.4,40613.7
1304,6.3,93140.2
1305,2.2,42022.9
1306,3.7,55001.1
1307,11.9,137090.2
1308,2.6,51542.7
1309,6.5,83954.2
1310,7.8,101562.4
1311,8.7,109032.4
1312,7.2,86890.8
1313,1.1,38214.9
1314,4.6,73062.6
1315,6.7,89072.9
1316,2,49877.5
1317,4.9,63937.9
1318,1.4,40366.4
1319,1.9,35922.1
1320,5.4,69328.2
1321,2.5,44565.7
1322,7.2,88025.7
1323,8.6,102903.3
1324,9.8,116321.3
1325,3.2,59785.1
1326,2.8,49912
1327,2.2,36301.1
1328,8,106830.1
1329,8.8,103055
1330,1.3,37253.2
1331,11.3,134114.1
1332,1.6,40816.8
1333,7,96684.4
1334,8.8,110683.3
1335,10.6,120018.5
1336,8.9,120709.8
1337,9.8,118724.2
1338,4.7,68759.9
1339,10,124389.2
1340,1.9,44021
1341,10.8,129546.5
1342,7,105156.5
1343,10,117717.4
1344,6,79539.5
1345,8.1,101849.7
1346,6.8,95009.4
1347,9,101922
1348,1.9,31792.1
1349,1.7,37288.6
1350,3.7,50847.5
1351,2.8,48507.1
1352,10.6,127729.7
1353,3.4,52104.3
1354,11.7,127760.1
1355,4.7,69706.1
1356,3,58052.6
1357,9.7,106908.6
1358,8.2,107357.3
1359,6.5,90655.8
1360,7.1,97363.2
1361,8.9,115872.7
1362,3.5,70359.7
1363,12,135875.4
1364,11.7,136240.2
1365,8.2,99570.5
1366,3.2,55051.6
1367,8.5,113579.5
1368,1.8,34281.8
1369,1.3,32669.4
1370,3.8,68785.4
1371,6.1,88091.7
1372,10.6,122524.1
1373,9,114664.9
1374,9.2,113410.3
1375,5.7,86917.6
1376,4.8,70674.6
1377,5.1,78602.9
1378,11.9,151738.1
1379,1.4,41812.1
1380,10.5,124701.5
1381,7.4,98491.2
1382,5.8,77849.4
1383,9,123042
1384,6.4,85894.1
1385,10.6,123563.9
1386,10.9,123252.5
1387,5.6,84271.6
1388,4,67923.6
1389,7.5,93091.5
1390,11,132361.5
1391,3.3,47760.5
1392,7.9,100089.6
1393,7.9,102480.4
1394,9.1,120052.4
1395,2.4,43664.1
1396,8.9,101559.3
1397,11,123784.4
1398,3,45502
1399,3.6,66465.3
1400,11.7,143934.3
1401,3,54901.3
1402,10.4,129940.6
1403,6.4,86219.3
1404,3.7,59465.9
1405,10.6,122949.9
1406,5.9,78851.7
1407,6.7,79157.8
1408,5,73118
1409,7.5,95709.6
1410,2.8,55464.5
1411,5.3,75473.9
1412,11.7,134158.3
1413,3.8,56259.3
1414,8.2,102969.1
1415,4.6,72229.8
1416,9.5,108306.8
1417,2.4,48391.6
1418,11.7,136413.8
1419,6,77453.9
1420,3.6,55548.2
1421,1.8,43227.7
1422,2.9,45606.3
1423,6.7,90285.2
1424,4.7,64322.6
1425,10.1,126403.7
1426,5.7,92162
1427,3.7,55338.5
1428,7.8,101437.4
1429,8.8,103703.4
1430,2.8,57483.2
1431,2.8,44646.7
1432,1.4,40797.6
1433,9.1,105965
1434,8.3,102142.9
1435,6.2,77870.3
1436,10.3,126647.9
1437,9.9,113366.8
1438,7.4,98232.1
1439,10.6,122630.4
1440,3.3,55055.1
1441,2.2,46758.4
1442,4,58078.4
1443,1.6,41408.7
1444,6.8,98070.7
1445,11.3,127306.8
1446,1.4,44940.7
1447,2.3,55368.9
1448,6,76740.1
1449,11.3,123237.3
1450,4.5,68851
1451,6.6,83963.9
1452,1.5,49068.9
1453,2.6,49913
1454,11.9,132372
1455,11.6,128206.9
1456,1.1,40906.5
1457,11.5,130044.5
1458,8,100979.5
1459,10.5,129862.8
1460,6,78860.2
1461,6.7,87637.3
1462,6.4,85020.9
1463,8.3,107439.6
1464,2.5,52118.3
1465,1.3,36183
1466,4.4,66663.3
1467,8.8,105470.4
1468,3.2,47017.9
1469,8.4,105741.7
1470,11.7,145701.3
1471,2,39117.3
1472,8.4,99892
1473,5.9,75556.7
1474,10.5,128593.1
1475,2.9,55220.8
1476,8.6,105409.8
1477,10.2,116286.3
1478,11.4,133007
1479,8.5,96572.1
1480,6.5,86781.3
1481,7.8,103396.7
1482,10.6,117623.7
1483,7.3,85042.9
1484,1.3,46289.2
1485,11.2,127648.9
1486,8.6,112326.4
1487,8.4,103760.3
1488,3.4,55811.8
1489,8.2,105240.6
1490,5.3,70296.8
1491,8.2,102734.5
1492,2.2,43245.2
1493,8.2,95296.6
1494,12,140074
1495,1.5,37837.4
1496,11.7,134996.9
1497,5.5,69828.8
1498,10.6,133711.8
1499,9.6,120529.4
1500,7.2,98630.8
1501,9.1,109351.6
1502,10.7,115949.8
1503,5.4,87229.2
1504,4.6,67951.5
1505,8.3,99506.9
1506,9.9,120604.2
1507,9.4,120064
1508,9.8,117101.6
1509,5.8,86726.7
1510,10,125367.8
1511,2.3,40774.7
1512,7,87129.7
1513,1.1,40251.4
1514,4.6,52869.7
1515,5,71555.9
1516,5.4,67478.9
1517,8.7,103926.8
1518,5.3,73017.6
1519,5.9,78936.3
1520,3.6,55902.5
1521,5.1,66962.2
1522,3.5,70739.2
1523,1.8,52349.8
1524,7.6,90528.1
1525,8.4,112605.8
1526,7.8,96460.1
1527,6.1,83200.6
1528,5.2,73422.9
1529,10.5,120352
1530,6.7,93758.2
1531,6.3,84812.9
1532,1.3,34298.7
1533,4.8,62475.4
1534,5.2,68822.3
1535,5.4,66576.9
1536,7.4,94675.2
1537,6.9,83074.1
1538,7.7,96004.6
1539,9.4,121469.1
1540,9.9,125514.2
1541,8.9,108766.2
1542,11.5,133137.4
1543,1.2,46705.8
1544,3.2,57561.3
1545,1.1,33251.2
1546,8.1,93628.5
1547,10.9,129850.6
1548,3.7,64245.6
1549,11.2,127130.8
1550,1.7,42191.3
1551,11.3,129399.3
1552,4.9,69820.1
1553,2.1,30928.8
1554,6.3,83564.1
1555,3.8,66410.7
1556,4.1,60379.7
1557,4.4,66534.5
1558,9.8,113545
1559,6.9,92359.3
1560,4.4,65447.7
1561,7.7,92489.8
1562,8.9,116193.4
1563,4,67831.9
1564,5.5,73903.7
1565,2.3,49751.8
1566,3,56133.8
1567,8.5,108691.8
1568,3,43684.2
1569,6.8,94517.6
1570,8.8,104817.4
1571,2.2,43407
1572,7.2,108021.2
1573,3.8,62655.8
1574,11.6,132233.7
1575,6.3,72230.4
1576,9.9,125852.3
1577,7.1,83971.5
1578,1.5,33199.6
1579,8,98261
1580,11.5,141116.8
1581,7.6,101159.4
1582,10,118569.8
1583,10.7,127935
1584,3.5,54649.6
1585,3.3,57121.1
1586,7.7,98219.5
1587,5.5,82441.8
1588,10.2,127009.9
1589,10.9,130617.5
1590,4.9,69009.9
1591,3.6,63069.1
1592,9.6,114919.2
1593,4,56814
1594,10,117553.4
1595,5.7,78818.2
1596,8.3,108779.6
1597,2.1,43202.7
1598,7.9,92386.2
1599,6,81576.5
1600,7.5,95910.3
1601,2.8,52802.4
1602,9.1,116039.8
1603,10.5,129683.4
1604,3.4,53505.3
1605,2.1,40802.1
1606,1.3,30938.5
1607,8.1,104938.6
1608,7.7,105507.2
1609,7,89365.2
1610,3.6,57058.9
1611,5.3,83135
1612,7.5,98920.8
1613,6.5,88376.3
1614,11.9,130318.4
1615,2.5,52276.5
1616,8.6,101362.4
1617,5.4,69985.4
1618,5.7,76870.2
1619,8.9,105616.4
1620,8.6,105037.4
1621,11.9,129280.8
1622,2.4,53006.4
1623,2.1,51426.4
1624,9,98703.2
1625,7.4,99892.8
1626,4,58264.5
1627,1.9,47346
1628,1.9,42819.5
1629,10.8,127409.8
1630,3.1,53207.6
1631,4.6,74690.8
1632,3.5,50927.2
1633,4.9,74598.9
1634,1.8,47673.4
1635,6.7,92260
1636,1.7,54326.3
1637,9.8,114537
1638,3.6,63945.7
1639,6.9,89838.9
1640,10.7,132679.3
1641,8.2,101913.6
1642,6.9,87529.9
1643,4.6,75316.1
1644,4.7,66164.7
1645,8.4,95991
1646,11.9,134748.3
1647,8.3,106557.7
1648,7.1,100063.8
1649,9,110870.4
1650,6.1,90027.5
1651,1.7,32955
1652,7.2,90269.9
1653,11.5,132229.2
1654,2.9,51880.2
1655,8.6,106494.1
1656,3.2,59048.7
1657,6.9,87509.8
1658,2.1,45125.1
1659,6,80861.7
1660,9.3,107723.4
1661,4.8,69792.4
1662,8.3,102612.1
1663,9.7,116061.7
1664,11.2,130855.5
1665,3.6,59112.3
1666,5.4,73389.5
1667,2.7,57258.8
1668,11.9,130926.6
1669,11.2,126627.8
1670,6.9,105972.1
1671,10.3,116022.7
1672,6.7,80881.3
1673,7.9,103226.8
1674,2,31947.3
1675,9.3,111492.5
1676,2.4,59573.5
1677,10.1,111528.2
1678,9.6,104506.4
1679,8.8,99588.4
1680,1.4,43080.7
1681,4.3,72098
1682,3.9,58782.2
1683,5,75554.7
1684,2,51182.9
1685,11.3,141689.4
1686,7.1,90488.1
1687,4.4,53187.4
1688,5.4,70973.8
1689,5.9,78398
1690,7.6,95281.7
1691,6.7,86852.3
1692,11.1,136125.5
1693,6.5,93084
1694,11.9,136472.5
1695,10.4,128946.2
1696,3.3,57972.8
1697,11.2,131393.8
1698,2.3,51463.8
1699,10,119675.7
1700,5.2,85371.1
1701,10.7,117519.6
1702,10.5,121651.4
1703,9.9,117366.3
1704,9.7,118878.9
1705,4.4,73059.9
1706,1.9,42573.2
1707,5.4,68234.6
1708,2.9,57047.3
1709,8.6,110759.8
1710,4.8,59416.1
1711,11.7,135691.1
1712,8.1,92034.8
1713,10,116077.9
1714,2.5,43025.5
1715,10.5,128429.6
1716,11.2,130871.7
1717,6.4,77739
1718,7.7,102239.3
1719,9.4,105781.9
1720,2.9,54318.6
1721,6.5,81987.7
1722,5.4,73694.1
1723,2.6,52333.6
1724,5,75419.2
1725,1.7,48861
1726,1.3,36521.3
1727,2.5,50062.3
1728,11.6,131965.7
1729,7,92439.2
1730,11.6,137152.6
1731,5.8,78706.4
1732,4.4,56624.7
1733,6.6,88765
1734,5.8,82023.8
1735,2.2,41478.4
1736,8,93729.4
1737,3.4,65008.4
1738,7.8,101452.2
1739,8.2,100605.2
1740,2.7,43742.7
1741,1.7,36079.8
1742,9.6,122742.1
1743,6.1,82864
1744,1.6,37265.4
1745,11.9,140564.3
1746,1.6,35750.3
1747,8.6,114939.5
1748,11.8,144116.1
1749,3.6,56551.7
1750,2.6,45569.4
1751,2.3,32275.4
1752,4.3,57538.4
1753,2.1,37311.5
1754,8.6,107004
1755,1.7,38949.1
1756,6.6,79729.2
1757,12,136332.1
1758,10,121735.9
1759,7.8,101201.6
1760,4.4,55510.1
1761,7.9,98434.6
1762,6.8,81348.2
1763,5.7,83631.8
1764,2.4,52270.4
1765,10.8,121438.5
1766,5.9,76769.3
1767,3.1,51949.7
1768,5,59928.9
1769,5.6,79225.5
1770,10.1,118794.6
1771,9.1,115982.3
1772,9.5,108124.7
1773,1.1,31982.7
1774,5.6,69132.6
1775,6.3,78717.6
1776,1.2,29683.5
1777,3.9,66875.2
1778,9.4,109425.2
1779,2.5,49245
1780,6.9,87814.2
1781,3.4,49569.4
1782,1.1,34617
1783,3.7,62721.2
1784,11.7,128986
1785,9.8,122142.2
1786,11.6,129294.1
1787,6.4,82309.5
1788,2.2,48672.8
1789,7,87548.3
1790,6,81740.6
1791,10.3,120308.9
1792,2.1,45217.2
1793,6.4,71737.4
1794,2.7,39664
1795,4.6,71492.6
1796,9.1,116746.1
1797,6.2,78688.6
1798,5.1,72007
1799,5.3,76951.9
1800,6.1,85933.9
1801,9.6,104561.4
1802,10.8,122075.2
1803,11.5,131745
1804,9.7,120028.4
1805,4.5,81055.9
1806,8.6,104554.4
1807,5.8,71918.9
1808,3.8,63020.6
1809,10.2,129093.5
1810,1.4,38896.6
1811,10.9,122965.9
1812,6.1,87625.7
1813,8,104245.5
1814,8.3,97099.8
1815,10.8,129478.2
1816,8,106056.4
1817,7.8,104725.5
1818,1.7,40855
1819,6.7,86184.1
1820,2.7,56771.1
1821,9.1,104186.8
1822,6.6,89996
1823,8.5,97346.3
1824,1.5,44587.7
1825,1.9,41669.3
1826,8.9,115853.6
1827,1.8,44539.3
1828,1.8,34865
1829,1.1,43523.4
1830,11.5,142400.7
1831,9.1,115895.6
1832,4.9,66759.7
1833,4.3,63411.7
1834,4.8,71462.9
1835,9.5,110887.9
1836,8.3,112511
1837,3,54356.2
1838,2.9,37279.5
1839,2.1,46424
1840,8.3,100989.4
1841,9.4,113335.4
1842,3.9,59788.3
1843,1.2,40988.4
1844,1.9,49101.2
1845,11.6,136489.6
1846,4.2,63112.1
1847,9.5,114027.4
1848,7.9,99341.3
1849,5.2,69513.4
1850,3.3,58916.7
1851,2.3,49488.8
1852,7.8,106842.7
1853,9.5,121841
1854,8.1,97397.4
1855,6.8,94010
1856,1.5,33341.2
1857,11.7,138863.8
1858,9.8,114435.2
1859,4.2,59014.8
1860,11.8,137731.7
1861,7.6,81907.2
1862,7.4,85049.2
1863,9.2,111067.5
1864,9.9,119142.3
1865,8.2,100473.6
1866,2.4,38781.4
1867,4.7,64887.2
1868,11.2,132959.7
1869,3.5,60900.2
1870,5.1,72894
1871,5.8,85681.4
1872,5.8,82196.4
1873,7.7,93833.2
1874,11.4,130761.9
1875,3.6,51473.2
1876,2.3,46323.5
1877,3.2,61044
1878,10.8,130325.8
1879,8.1,109270
1880,4.1,62324.3
1881,10,126642.9
1882,10.5,122756.2
1883,10.3,130522.1
1884,11.1,129697.9
1885,3.8,64473.4
1886,9.3,121033.3
1887,6.1,81089.4
1888,10.3,123044.8
1889,9,117231.8
1890,9.5,114265.8
1891,8.2,95119.4
1892,3,64725.6
1893,7,88326.5
1894,11.8,137541.9
1895,11.3,138203.7
1896,1.5,35383.3
1897,2.8,45794.5
1898,2.4,49410.2
1899,9,99736.5
1900,10,117696.6
1901,3.3,57862.8
1902,6.6,85371.7
1903,10.2,113057.8
1904,9.1,119387.3
1905,7,91242.5
1906,7.5,103667.6
1907,6.6,85687.9
1908,4.3,60307.1
1909,7.2,94537.2
1910,8.6,104700.8
1911,10.6,118493.6
1912,8,108659.5
1913,9.4,109936.6
1914,2.8,40646.7
1915,6.1,89704
1916,1.1,32448.1
1917,3.7,56541.3
1918,9,99941.4
1919,11.9,147131.8
1920,2.1,37396.9
1921,5.4,76360.2
1922,9.8,122568.6
1923,3.2,57865.8
1924,7.1,91665.4
1925,9.1,100984.8
1926,7.8,93801.6
1927,3.1,54893.4
1928,4.9,66838.3
1929,9.6,116910.2
1930,7.1,95722.1
1931,1.1,40224.1
1932,9.4,106546
1933,1.4,50252.5
1934,9.2,116108.6
1935,3.2,55336.3
1936,11.5,139982.2
1937,5,85772.9
1938,4.6,60237.2
1939,2.6,48515.3
1940,4.4,52765.3
1941,10.6,126502.9
1942,12,139910
1943,5.1,72364.8
1944,5.9,77270.9
1945,8.9,97896.1
1946,10.7,128506.6
1947,7.5,104083.7
1948,5.3,71692.1
1949,5.5,79650.9
1950,8.7,97838.2
1951,1,37189.5
1952,7.8,96504.4
1953,4.9,66988
1954,9.7,112602.6
1955,2,41763.4
1956,7.5,97580.1
1957,6.3,76957.4
1958,8.1,98846.9
1959,1.7,40807.8
1960,7.4,88441.3
1961,7.2,102711.3
1962,7.2,87805.7
1963,7.6,93286.9
1964,8.4,99146
1965,9.9,128033.6
1966,4,65437.8
1967,10.1,114824.2
1968,6.5,92277.7
1969,1.8,43430.6
1970,1.6,41823.1
1971,4.7,67115.8
1972,9.6,111697.1
1973,8.8,109750.1
1974,9.7,113226.2
1975,6.7,98227.4
1976,5.8,72958.7
1977,2.6,58216
1978,4.6,67791.2
1979,5.8,81086.8
1980,2,48167.2
1981,3.4,53706.3
1982,7.6,101316.3
1983,9.1,95629.3
1984,12,134049.7
1985,11.3,126127.5
1986,8.1,94082.9
1987,5.6,76884.7
1988,8,102585.6
1989,9.6,119895.6
1990,2.3,47946.1
1991,5.5,73185
1992,10.2,123658.8
1993,5.2,74892.4
1994,7.3,98978.5
1995,7.5,99741.2
1996,3,53644.8
1997,5,66934.9
1998,4.7,65419.1
1999,1.3,33946.9
2000,1.3,35049.9
2001,10.1,122251.7
2002,4,66683
2003,6.7,87866.4
2004,4.3,65440.7
2005,11.3,132882.7
2006,3.9,58367
2007,5.7,73786
2008,10.6,115201.6
2009,10.3,117929.5
2010,3,56289.2
2011,9.8,113801.9
2012,6,80596.7
2013,6.3,87110.9
2014,2.5,51085.1
2015,1.9,36639.9
2016,9,115542.7
2017,6.5,92209.3
2018,5.8,73390.4
2019,9,105523.3
2020,9.4,120533.5
2021,2.7,49995.4
2022,7.7,85317.7
2023,2.5,40541.1
2024,9.3,111008.8
2025,8.2,96084.6
2026,11.5,131425.9
2027,1.8,41647.5
2028,1.6,48406
2029,4.1,62007.2
2030,3.9,67500
2031,3.7,67961.2
2032,11,136523.6
2033,3.7,61830.7
2034,4,51588.4
2035,9.4,115814.2
2036,5.9,86911.1
2037,9.5,114583.6
2038,1.7,50848.7
2039,6.4,89789.2
2040,1.4,40970.1
2041,1.7,46886
2042,11,130386.2
2043,2.5,34832.8
2044,6.9,86851.9
2045,5.5,83726
2046,4.8,65888.3
2047,10.9,126585.8
2048,1.2,30723.9
2049,8.3,113274.6
2050,11.6,143845.6
2051,7.2,87584.8
2052,11.3,132504.1
2053,1.6,35925
2054,5.6,81270.3
2055,3.9,64191.6
2056,9,114805.8
2057,11.8,138159.7
2058,3.8,77379.3
2059,8.2,96551.1
2060,3.2,45324.6
2061,7.2,90865.8
2062,6.1,73755.5
2063,11.7,126991.8
2064,7.7,91954.9
2065,4.8,65472.3
2066,2.3,40820.1
2067,2.7,52918.1
2068,3.5,54889.1
2069,3.8,59382.2
2070,10.4,127719.9
2071,7.2,88351.7
2072,6.8,87225.1
2073,2.3,48273.7
2074,10.5,112852
2075,9,96097.9
2076,1.7,43267.8
2077,8.8,110628.7
2078,7,102341.9
2079,1.9,43677.5
2080,6,86522.3
2081,6.3,83589
2082,2.8,53192.5
2083,11.4,141926.4
2084,10.3,110775.3
2085,8.4,106155.7
2086,6.1,94295.9
2087,5.5,78678.2
2088,8.2,111196.6
2089,7,87477
2090,1.7,40592.2
2091,6.6,87760.1
2092,9.9,105722.6
2093,6.1,75503.4
2094,1.6,33565.3
2095,9.6,120628.5
2096,3.2,60107
2097,3.8,62993.7
2098,2.8,56027.7
2099,4.6,67705.9
2100,9.3,119683.4
2101,6.7,88337.2
2102,3.3,55919.1
2103,10.7,124063
2104,10.7,129557.8
2105,10.6,122439
2106,3.6,64581.2
2107,6,74873.3
2108,11.8,130542.2
2109,9.5,118392.6
2110,1.3,36627.1
2111,1.7,38538
2112,6.1,87500.9
2113,11,125415.4
2114,6.9,89176.4
2115,6.5,93870.1
2116,2.2,53869.1
2117,8.2,111363.1
2118,10,118177.8
2119,5.2,80724.8
2120,9.5,109616.1
2121,11.6,129483.6
2122,3.2,42335.8
2123,6.8,98052.8
2124,4.2,59314.6
2125,9.7,116007.5
2126,7.4,89248.2
2127,8,104150.1
2128,9.8,115140.4
2129,5.4,68162.5
2130,11.1,131891.2
2131,6.9,81688.8
2132,2.7,46034.7
2133,8.7,94854.8
2134,9.7,108794.5
2135,4.5,68223.7
2136,10.4,112415.8
2137,11,120208.7
2138,4,63069
2139,11.8,133494.9
2140,2.5,60064.6
2141,3.2,65552.8
2142,3,48594.8
2143,10.8,130343.5
2144,8.2,106501.6
2145,2.7,46768.2
2146,5.8,71706.5
2147,7.8,98189.3
2148,1.9,42007.7
2149,10.7,123588.1
2150,9.8,120305.8
2151,6.6,82616.1
2152,11.6,128388.5
2153,5.6,78334.2
2154,11.8,138754.4
2155,8.3,97148.3
2156,8,105461.9
2157,2.8,41648.5
2158,10.7,122741.3
2159,5.7,77292.7
2160,2.8,47604.5
2161,1.1,32448.9
2162,7.2,102947.6
2163,6.8,84362.9
2164,8.9,122726.1
2165,10.8,129284.5
2166,1.9,43067.2
2167,9,113000.1
2168,3.1,67927
2169,10.4,117949.1
2170,10,113174
2171,6.9,86292.2
2172,8.8,108307.3
2173,4.5,57324.1
2174,6.2,83400.8
2175,10,129177.3
2176,6.1,82885.3
2177,4.9,69854.4
2178,6.4,82214.5
2179,10.1,125418.8
2180,4.7,64524.8
2181,2.9,62685.7
2182,8.8,119123.1
2183,10.1,121594
2184,2.1,44695
2185,3.6,64996.5
2186,2.6,55178.2
2187,4.8,65959.4
2188,6,78167.4
2189,9.2,104743.7
2190,8.2,104272.2
2191,7.8,102571.2
2192,4.9,63378.5
2193,10.3,119220.8
2194,6.2,75754.4
2195,11.8,131049.6
2196,8,103298.3
2197,2.4,43321.7
2198,8.4,102904.3
2199,4.6,58992.6
2200,8.5,106687.2
2201,1.8,41289.7
2202,2.9,48400.6
2203,10.4,122194.7
2204,3.5,58921.6
2205,10.2,116751.4
2206,4.1,55073.5
2207,8.1,111222.3
2208,8.6,102913.5
2209,6.6,87047.3
2210,4.4,71687.7
2211,3.3,76137.1
2212,1.4,30789
2213,4.3,68408.7
2214,8.2,98237.5
2215,11.3,128821.6
2216,10.6,120832
2217,9.4,107635.5
2218,9.7,116026
2219,8.3,95177.6
2220,3.9,66649.5
2221,11,128908.3
2222,8.4,106382.8
2223,7.2,89948.8
2224,2.2,43782
2225,5.9,82377.5
2226,6.1,75642.8
2227,10.5,122167.3
2228,7,86315
2229,5.2,68860.5
2230,11.7,124037.8
2231,2.2,53297.1
2232,5.6,74382.7
2233,1.5,45172.3
2234,9.1,117187.6
2235,11.1,122540.5
2236,4.1,57321.5
2237,10.4,137840.8
2238,4.2,74465.4
2239,11,128796.1
2240,9.3,114111.4
2241,9.9,114440.1
2242,1.2,38587.7
2243,11.6,130371.4
2244,9,98470.3
2245,4.4,58586.7
2246,10.1,120631.3
2247,4.1,57237.2
2248,10.6,124644.3
2249,2.2,39991.3
2250,8.7,103071.1
2251,6.9,95274.5
2252,2.1,45716.8
2253,3.7,59388.9
2254,1.1,40502.8
2255,6.2,85714
2256,4.3,73703.8
2257,7.6,93925.6
2258,4.3,62793.4
2259,4.3,58198.8
2260,9.2,109153.9
2261,1.5,44697.6
2262,10.9,135423.3
2263,10.4,128260.7
2264,8.3,93683
2265,7.5,102020.3
2266,10.8,116771.5
2267,3,58585.5
2268,1.9,40450.3
2269,3.6,63123.7
2270,9.7,109443.1
2271,1.4,44451.3
2272,7.4,86688.5
2273,11.9,134035.4
2274,10.4,117666
2275,6.7,78692.2
2276,1.7,41442.2
2277,10.1,130818.8
2278,7.6,111475.2
2279,2.3,46788.7
2280,2,50299.1
2281,11,130151.4
2282,8.4,106651
2283,10.1,118588.8
2284,10.7,126758.5
2285,7.3,96739.2
2286,6.7,84851.7
2287,5.7,78607.5
2288,4.5,66917.9
2289,5.8,84095.5
2290,9.5,108781.3
2291,7.6,96579.6
2292,10.8,137767.6
2293,5.9,86896.8
2294,7.7,104949.5
2295,7.9,100058.9
2296,7.5,97599.9
2297,8.7,112941.2
2298,3.6,67704.3
2299,6.6,76644.7
2300,2.1,37776.3
2301,5.2,81590.4
2302,6.4,83442.6
2303,8.2,98340.3
2304,11.5,126092.1
2305,7.6,93631.9
2306,9.2,103752.3
2307,6.6,98617.8
2308,8,100087.5
2309,1.8,41347.5
2310,3.8,64030.6
2311,5,77294.1
2312,6.2,88703.1
2313,1.5,45047.1
2314,2.5,45325.9
2315,4,61407.2
2316,11.7,139589
2317,4.6,65792.4
2318,6.3,84377.6
2319,3.2,56912.3
2320,7.7,102179.3
2321,4.1,53534.2
2322,3.3,59811.8
2323,6.7,86688.7
2324,1.1,38826.6
2325,1.1,39439.5
2326,3.4,66061.8
2327,1.4,45683.9
2328,2.2,53057.5
2329,4.7,77595.6
2330,9.8,119356
2331,7.3,93942.3
2332,6.6,92470.6
2333,4.2,68900
2334,11.2,129425.2
2335,5.4,77831.5
2336,2,43155.2
2337,7.8,93666.7
2338,2.3,53347.9
2339,4.8,70492.6
2340,6.6,98499.9
2341,10.6,116083.4
2342,6.4,82488.6
2343,8.7,107480.2
2344,11.9,143861.3
2345,2.4,50200.2
2346,4,64592.6
2347,5.3,69010.5
2348,5.6,71677.4
2349,5.5,78827.1
2350,11,121015.8
2351,8.9,105547.3
2352,7.7,100290.8
2353,4.4,60964.1
2354,10.1,128908
2355,11.5,140420.6
2356,10,110873.9
2357,1,29247
2358,8,87669.6
2359,1.6,35237.4
2360,3.8,65362
2361,1.7,38171.2
2362,7.6,99639.2
2363,8.6,97155.9
2364,2.3,50661.4
2365,5.2,71093.8
2366,6,81791.8
2367,5.1,72141.7
2368,2.3,39768.1
2369,5.6,71399.5
2370,9.3,117794.7
2371,1.8,43910.6
2372,1.9,48504.8
2373,4.9,72992
2374,11.4,132989.7
2375,8.4,94144.1
2376,8.5,103333.7
2377,5,71766.4
2378,7.5,106930.8
2379,1.1,39192.8
2380,8,109009.8
2381,11,132575.4
2382,7.7,93997.3
2383,10.6,125773.7
2384,9,110875.8
2385,2.3,41578.4
2386,10.9,125958.3
2387,1.7,40054.3
2388,6.9,98782.5
2389,2.6,37437.7
2390,1.1,42258
2391,5.6,72929.8
2392,4.2,57294.8
2393,6.3,91416
2394,7.3,98390.6
2395,1.5,45860.1
2396,2.4,51561.9
2397,7.1,103887.5
2398,4.8,73094.7
2399,9,109220.4
2400,8.2,104021.2
2401,10.3,129151.9
2402,8.6,101924.2
2403,5.7,75343.9
2404,8.4,102525
2405,4,51155
2406,4.4,66911.5
2407,9.7,105765.5
2408,5.9,81000
2409,9.8,122128.2
2410,10,117121.9
2411,10.4,132819.9
2412,11.1,121414.8
2413,5.7,85760.5
2414,4.5,71219.6
2415,7.4,85221.3
2416,5.1,88040.2
2417,7.6,96423.1
2418,8.8,102736.6
2419,8.6,97989.1
2420,5.1,72002.4
2421,2.8,50930.7
2422,5.7,79625.5
2423,2.6,47455.5
2424,10.8,130364.4
2425,4.8,68084.3
2426,2.7,39533.8
2427,1.3,36108.2
2428,8.1,88192.1
2429,8,102482.2
2430,4.7,64227.5
2431,1.8,42666.1
2432,5.5,84227.3
2433,4.4,61343.6
2434,8.4,110619.1
2435,7.7,94845.1
2436,5,82001.5
2437,3.4,54906
2438,11.9,132304
2439,6,85334.5
2440,8.6,103407
2441,2.5,44203.2
2442,6.3,82102.9
2443,1.3,36911.1
2444,6.6,94345.5
2445,11.6,123691.8
2446,5.2,74365.3
2447,1.4,41846.3
2448,1.3,38597.8
2449,5.3,81954
2450,2.8,50516.9
2451,1.3,35693.6
2452,9.3,116218.6
2453,6,82516.8
2454,4.2,62181.8
2455,10.9,130747.7
2456,2.3,42721.8
2457,11.5,130247.8
2458,4.5,63982.3
2459,10.8,134213.7
2460,7.6,78961.8
2461,10.1,122446.2
2462,11.8,136777.5
2463,4.2,54878.3
2464,11.6,135939.8
2465,5.3,77445.1
2466,5.2,77669.2
2467,4.7,54852.1
2468,7,98218.1
2469,2.7,46196
2470,7.1,95695.5
2471,7,94752.3
2472,9.4,108595
2473,10.2,124649
2474,5.8,77926.2
2475,4.3,54142.3
2476,3.9,67786
2477,3.1,50195.1
2478,1.6,35512.2
2479,4.8,67641.5
2480,4,63912.6
2481,11.6,134436.6
2482,7.1,95336.6
2483,4.8,62907
2484,7.4,90486.1
2485,2.5,48118.9
2486,5.9,91069.4
2487,7.9,98758.5
2488,6.4,91187.5
2489,5.4,76278.5
2490,11.9,134903.6
2491,10.7,124426.8
2492,7.9,98159.1
2493,7.3,96860.3
2494,7.8,106502.4
2495,3.2,57235.8
2496,5.3,82010.7
2497,1.4,33004.8
2498,6.2,81412.3
2499,7,86695
2500,3.5,59731
2501,11.6,132501.2
2502,11,132916.5
